studyid,prev_ts,next_ts,fw_start,fw_end,sample,mipid,weightavailable,unique_mip,respondents,mipd1,mipd2,mipd3,mipd4,mipd5,mipd6,mipd7,mipd8,mipd9,mipd10,mipd11,mipd12,mipd13,mipd14,mipd15,mipds101,mipds102,mipds103,mipds105,mipds109,mipds110,mipds203,mipds204,mipds207,mipds308,mipds309,mipds401,mipds404,mipds503,mipds509,mipds601,mipds602,mipds603,mipds605,mipds610,mipds804,mipds901,mipds1001,mipds1011,mipds1012,mipde101,mipde102,mipde103,mipde105,mipde108,mipde109,mipde110,mipde501,mipde502,mipde504,mipdfp506,mipdfp601,mipdfp602,mipdfp603,mipdfp604,mipdfp605,mipdfp606,mipdfp608,mipdfp610,mipdfp701,mipdfp702,mipdsp201,mipdsp202,mipdsp203,mipdsp204,mipdsp205,mipdsp207,mipdsp208,mipdsp210,mipdsp211,mipdsp212,mipdsp217,cap1,cap2,cap3,cap4,cap5,cap6,cap7,cap8,cap9,cap10,cap12,cap13,cap14,cap15,cap16,cap17,cap18,cap19,cap20,cap21,cap22,cap23,cap24
"uscbsnyt1985-jan",06nov1984,08nov1988,14jan1985,17jan1985,"National Adults",1,"Yes",23,1534,31.30914,12.73312,.6894556,3.214156,7.653113,28.98383,.9421343,.2533306,.2665643,2.531089,0,0,5.772234,0,5.651827,11.50705,15.7741,1.99594,0,1.799456,0,.513115,0,3.129995,0,.6894556,3.214156,0,7.653113,0,4.945814,2.422384,8.881042,8.881042,2.630081,0,0,0,1.265545,1.265545,11.50705,15.7741,1.99594,0,0,1.799456,0,0,7.653113,0,0,6.169278,2.422384,8.881042,0,8.881042,0,0,2.630081,0,.9421343,7.18348,0,.513115,0,0,3.129995,0,1.906531,0,0,0,38.96226,.8545181,0,0,0,.513115,.2533306,0,0,0,3.214156,12.22001,0,0,20.18447,0,.9421343,8.799359,2.531089,0,5.873736,0,5.651827
"usaipo1985-1249g",06nov1984,08nov1988,25jan1985,28jan1985,"National Adults",1,"Yes",52,1528,32.81541,9.359942,.6603246,4.46291,17.69715,24.96785,.7113208,.3954073,3.442238,1.423391,0,0,1.514634,1.274715,1.274715,5.906925,5.816307,6.925253,11.63261,1.391519,.4367167,.1282402,.331006,2.361195,.4402164,.2201082,3.21613,1.24678,14.14992,.5133359,3.407365,1.171411,14.99298,5.009493,.3865955,0,1.019172,.0749943,.2339822,.4353418,5.906925,5.816307,6.925253,11.63261,0,1.391519,.4367167,0,14.14992,1.802113,1.001174,3.407365,1.171411,14.99298,0,5.009493,0,0,.3865955,0,.7113208,1.812237,.9252419,.1282402,.331006,.5990168,2.361195,.242794,2.361195,0,0,.5990168,47.66765,.8721835,.331006,1.231781,0,.1282402,.3558479,0,.5133359,0,4.46291,8.999313,0,0,22.17506,0,.7113208,3.793961,1.423391,.0395595,4.745013,1.274715,1.274715
"usabcwash1985-8890",06nov1984,08nov1988,21mar1985,25mar1985,"National Adults",1,"Yes",20,1501,31.77258,.8682789,.5852843,4.283509,13.6159,23.08979,0,.0514536,5.254695,3.157962,0,0,13.30075,0,4.01981,11.66066,12.78621,4.804476,0,2.013121,0,.8682789,0,0,.1950948,.3901895,4.283509,0,13.6159,0,4.823771,0,9.133007,9.133007,0,.0514536,5.254695,0,0,1.800875,11.66066,12.78621,4.804476,0,0,2.013121,0,0,13.6159,0,0,4.823771,0,9.133007,0,9.133007,0,0,0,0,0,0,0,.8682789,0,0,0,0,0,0,0,0,45.38847,.5852843,0,0,0,.8682789,0,.0514536,0,0,4.283509,0,0,0,18.26601,0,0,4.823771,3.157962,0,18.55544,0,4.01981
"usaipo1985-1253g",06nov1984,08nov1988,17may1985,20may1985,"National Adults",1,"Yes",56,1528,34.45826,11.23171,1.313634,8.180215,8.553287,20.9407,.8583661,.5133502,6.276368,3.166877,0,0,1.477911,1.514661,1.514661,6.121945,6.156377,8.609659,12.31275,.4660497,.4561954,1.071045,.1828549,2.634572,.8514102,.4257051,3.45468,4.300873,5.432957,.5790841,6.616862,.2217794,9.381395,3.76596,.9547063,0,2.803602,.117208,.5157848,.5905614,6.121945,6.156377,8.609659,12.31275,0,.4660497,.4561954,0,5.432957,1.545152,.5208858,6.616862,.2217794,9.381395,0,3.76596,0,0,.9547063,0,.8583661,2.881856,.475788,1.071045,.1828549,.6237762,2.634572,.10347,2.634572,0,0,.6237762,40.71428,1.605437,.6075166,.9960942,0,1.071045,.4670931,0,.5790841,0,7.755553,10.17901,0,0,13.89002,0,.8583661,7.571568,3.166877,.0462572,7.462476,1.514661,1.514661
"usabcwash1985-9002",06nov1984,08nov1988,13jun1985,22jun1985,"National Adults",1,"Yes",20,1503,24.7744,.2176,.6208,3.8272,9.4592,28.2304,0,.2304,3.904,2.784,0,0,19.9616,0,5.9904,7.6992,9.7536,3.4688,0,3.5264,0,.2176,0,0,.2069333,.4138667,3.8272,0,9.4592,0,13.92,0,7.1552,7.1552,0,.2304,3.904,0,0,1.568,7.6992,9.7536,3.4688,0,0,3.5264,0,0,9.4592,0,0,13.92,0,7.1552,0,7.1552,0,0,0,0,0,0,0,.2176,0,0,0,0,0,0,0,0,34.2336,.6208,0,0,0,.2176,0,.2304,0,0,3.8272,0,0,0,14.3104,0,0,13.92,2.784,0,23.8656,0,5.9904
"usaipo1985-1258g",06nov1984,08nov1988,11oct1985,14oct1985,"National Adults",1,"Yes",59,1540,32.44453,8.905847,.4858291,4.972799,18.59139,18.09686,3.95556,.6370253,4.751935,2.308336,0,0,.6593836,2.095254,2.095254,4.686342,7.238149,3.689577,14.4763,1.75395,.3667497,.9925032,.2518084,1.302029,.323886,.161943,2.62407,2.262014,14.47333,.602932,4.698942,.2082654,5.538056,1.551861,1.335937,0,2.056343,.4613709,.363538,.5858854,4.686342,7.238149,3.689577,14.4763,0,1.75395,.3667497,0,14.47333,1.017054,.5132519,4.698942,.2082654,5.538056,4.763793,1.551861,0,0,1.335937,0,3.95556,2.132312,1.473052,.9925032,.2518084,.6687098,1.302029,.1146942,1.302029,0,0,.6687098,47.44075,.6303549,.7535724,2.498073,0,.9925032,.1793602,0,.602932,0,4.886084,7.64245,0,0,12.57523,0,3.95556,6.034879,2.308336,.0426166,5.266792,2.095254,2.095254
"uscbsnyt1985-novrel",06nov1984,08nov1988,18nov1985,19nov1985,"National Adults",1,"Yes",12,849,28.06501,10.93976,0,0,9.718546,32.9107,0,0,0,3.19429,0,0,15.17169,0,0,14.28464,13.09386,0,0,.6865086,0,0,0,0,0,0,0,0,9.718546,0,2.690139,1.843219,15.43365,11.10048,1.843219,0,0,0,1.597145,1.597145,14.28464,13.09386,0,0,0,.6865086,0,0,9.718546,0,0,2.690139,1.843219,15.43365,0,11.10048,0,0,1.843219,0,0,10.93976,0,0,0,0,0,0,0,0,0,0,37.78355,0,0,0,0,0,0,0,0,0,0,10.93976,0,0,28.37734,0,0,4.533357,3.19429,0,15.17169,0,0
"uslat1985-101",06nov1984,08nov1988,05dec1985,12dec1985,"National Adults",1,"Yes",11,2254,21.92433,8.56778,0,16.2482,20.7951,12.36929,0,4.182728,12.15965,0,0,0,3.752917,0,0,0,14.37638,7.547949,0,0,0,8.56778,0,0,0,0,16.2482,0,0,0,0,0,0,12.36929,0,0,12.15965,0,0,0,0,14.37638,7.547949,0,0,0,0,0,0,20.7951,0,0,0,0,0,12.36929,0,0,0,0,0,0,0,8.56778,0,0,0,0,0,0,0,0,42.71943,0,4.182728,0,0,8.56778,0,0,0,0,16.2482,0,0,0,12.36929,0,0,0,0,0,15.91256,0,0
"usnyt1985-decnat",06nov1984,08nov1988,14dec1985,18dec1985,"National Adults",2,"Yes",16,1353,23.57296,20.4625,0,0,17.36018,23.16956,1.376431,0,4.154415,0,0,0,3.844108,0,6.059844,10.17806,10.63465,0,0,2.760251,0,0,0,0,0,0,0,0,17.36018,0,2.649427,1.024381,11.83894,5.798301,1.024381,0,4.154415,0,0,0,10.17806,10.63465,0,0,0,2.760251,0,0,17.36018,0,0,2.812708,1.024381,11.83894,.6708533,5.798301,0,0,1.024381,0,1.376431,12.72922,0,0,0,0,0,0,7.733284,0,0,0,40.93314,0,0,0,0,0,0,0,0,0,0,20.4625,0,0,19.33247,0,1.376431,3.837089,0,0,7.998522,0,6.059844
"usaipo1986-1261g",06nov1984,08nov1988,10jan1986,13jan1986,"National Adults",1,"Yes",52,1569,27.92133,10.90468,.4439659,4.057705,15.47503,26.95267,1.880807,1.277041,3.729927,1.771775,0,0,1.234677,2.175195,2.175195,4.780045,5.297153,5.271116,10.59431,1.508053,.2025048,.5977185,.4001826,2.915421,.2959773,.1479886,2.244703,1.599027,10.49163,.6998511,5.088061,.3282326,9.141905,2.345785,4.702018,0,1.699541,.2180646,.1328831,.3557179,4.780045,5.297153,5.271116,10.59431,0,1.508053,.2025048,0,10.49163,1.174766,.7807167,5.088061,.3282326,9.141905,5.346672,2.345785,0,0,4.702018,0,1.880807,1.274656,.7553895,.5977185,.4001826,.8802655,2.915421,.285358,2.915421,0,0,.8802655,38.95847,.4439659,1.677564,3.108783,0,.5977185,.2136352,0,.6998511,0,3.843729,9.755324,0,0,17.94331,0,1.880807,9.790079,1.771775,0,4.964604,2.175195,2.175195
"uscbsnyt1986-april",06nov1984,08nov1988,06apr1986,10apr1986,"National Adults",1,"Yes",33,1494,23.56512,11.24759,0,3.315207,9.278754,40.89913,1.504725,1.29717,2.488906,2.773779,0,.4953346,3.13428,0,0,5.843751,11.65074,5.843751,0,.2268847,0,.75243,2.899556,3.638198,0,0,1.30555,1.004828,6.480442,0,6.762138,1.713632,6.136025,5.519443,2.923278,1.148076,2.488906,0,1.008106,1.008106,5.843751,11.65074,5.843751,0,0,.2268847,0,0,6.480442,0,0,6.762138,1.713632,6.136025,15.91606,5.519443,0,1.928554,2.923278,0,1.504725,0,0,.75243,2.899556,.5805938,3.638198,0,1.484652,0,1.311565,.5805938,30.04557,.4953346,3.904384,2.798312,0,.75243,.1490937,1.148076,0,0,2.310379,6.284038,1.311565,0,29.28516,0,1.504725,11.61397,2.773779,0,5.623186,0,0
"uslat1986-108",06nov1984,08nov1988,09jul1986,14jul1986,"National Adults",1,"Yes",11,2342,33.18521,27.02923,0,11.31987,0,9.220782,0,0,11.40691,0,0,0,7.837997,0,0,0,17.48643,10.5362,0,5.162575,0,0,10.11312,8.458057,0,0,0,0,0,0,0,0,0,9.220782,0,0,0,0,0,0,0,17.48643,10.5362,0,0,5.162575,0,0,0,0,0,0,0,0,0,9.220782,0,0,0,0,0,0,0,0,10.11312,0,8.458057,0,8.458057,0,0,0,33.18521,0,10.11312,0,0,0,0,0,0,0,11.31987,16.91611,0,0,9.220782,0,0,0,0,0,19.2449,0,0
"usaipo1986-1266g",06nov1984,08nov1988,11jul1986,14jul1986,"National Adults",1,"Yes",59,1539,33.99888,11.61921,.6794013,9.076741,16.49981,18.15818,.9651135,.6604775,3.415559,2.053788,0,0,.3144071,1.279211,1.279211,8.280087,7.246947,2.572523,14.49389,1.030419,.3008017,.6645591,.0868268,2.861389,.4529342,.2264671,2.449703,6.304592,12.427,.9781004,4.719817,.1188612,7.792397,1.997635,2.014827,0,1.163442,.3803311,.0886821,.250462,8.280087,7.246947,2.572523,14.49389,0,1.030419,.3008017,0,12.427,1.480632,.5266504,4.719817,.1188612,7.792397,1.514646,1.997635,0,0,2.014827,0,.9651135,2.82855,1.064185,.6645591,.0868268,.5840402,2.861389,.0842294,2.861389,0,0,.5840402,47.07893,.8701234,.6512011,1.614088,0,.6645591,.3495336,0,.9781004,0,8.754295,11.16875,0,0,11.95019,0,.9651135,6.734644,2.053788,.0690162,3.539244,1.279211,1.279211
"uscbsnyt1986-augdrugs",06nov1984,08nov1988,18aug1986,21aug1986,"National Adults",1,"Yes",37,1070,29.20462,10.85845,0,16.60268,11.29088,22.98616,1.991359,.9166573,2.861027,1.385978,.0658597,1.067814,.7685202,0,0,6.208737,12.76951,6.208737,0,4.017629,0,.8081492,1.098102,4.049993,0,0,1.82671,7.387984,9.328203,.598021,3.690312,1.118765,10.12159,4.899423,1.292284,.1953145,2.716004,0,.6143916,.6143916,6.208737,12.76951,6.208737,0,0,4.017629,0,0,9.328203,0,0,3.690312,1.118765,10.12159,1.073475,4.899423,0,.7903162,1.292284,0,1.991359,0,.8381541,.8081492,1.098102,.5652798,4.049993,0,2.566735,0,.3667573,.5652798,38.53282,1.067814,8.486086,1.364654,0,.8081492,.7213428,.1953145,.598021,0,9.280554,8.585442,.3667573,0,17.21325,0,1.991359,5.772913,1.385978,0,3.629548,0,0
"uscbsnyt1986-sept",06nov1984,08nov1988,28sep1986,01oct1986,"National Adults",1,"Yes",41,1425,33.73573,7.695353,.4541073,12.24912,9.126195,27.80311,2.479573,1.003335,2.81416,1.978935,.146191,.1188822,.3953046,0,0,9.518449,12.51909,9.518449,0,2.179743,0,.5836293,.4072921,2.567174,.2270536,0,1.522983,10.72614,6.978087,.4926234,7.033414,2.383389,5.94067,2.687369,2.85218,.4912284,2.464252,0,.8134848,.8134848,9.518449,12.51909,9.518449,0,0,2.179743,0,0,6.978087,0,0,7.033414,2.383389,5.94067,4.887221,2.687369,0,2.018869,2.85218,0,2.479573,0,.5090087,.5836293,.4072921,.3745924,2.567174,0,1.806782,0,1.072281,.3745924,40.71382,.5729895,.4072921,1.655484,0,.5836293,.5121061,.4912284,.4926234,0,12.39531,5.63215,1.072281,0,15.89865,0,2.479573,11.90446,1.978935,0,3.209465,0,0
"uscbsnyt1986-oct",06nov1984,08nov1988,24oct1986,28oct1986,"National Adults",1,"Yes",44,1759,25.90297,6.420919,.370522,14.96877,11.85951,26.65402,.6798751,2.803125,4.523339,3.397621,.4013403,.3039146,1.714074,0,0,5.536543,11.2987,5.536543,0,3.531187,0,1.116595,.4515152,1.553666,.185261,0,2.298628,12.63015,8.236804,.7040854,2.567397,1.389633,13.26256,4.500444,2.168103,1.29018,4.262231,0,1.507789,1.507789,5.536543,11.2987,5.536543,0,0,3.531187,0,0,8.236804,1.449866,1.449866,2.567397,1.389633,13.26256,2.173074,4.500444,0,.5928001,2.168103,0,.6798751,0,.56666,1.116595,.4515152,.4827721,1.553666,0,1.464603,0,.3023356,.4827721,34.13977,.6744366,.9435562,1.468755,0,1.116595,1.060904,1.29018,.7040854,0,15.33011,4.550473,.3023356,0,22.77558,0,.6798751,5.3283,3.397621,0,6.237412,0,0
"uscbsnyt1986-deciran",06nov1984,08nov1988,07dec1986,08dec1986,"National Adults",1,"Yes",44,922,21.65414,10.17629,.3722953,7.122889,9.700618,34.57655,1.241313,1.567346,3.739288,7.340774,.0972397,.5813552,1.829904,0,0,3.569365,13.76528,3.569365,0,.7193763,0,.8622211,.2251751,3.154644,.1861477,0,1.177126,2.972881,5.339522,1.24822,8.503046,1.179922,8.295247,3.170376,1.695172,.9956014,3.672525,0,3.415887,3.415887,3.569365,13.76528,3.569365,0,0,.7193763,0,0,5.339522,.5702828,.5702828,8.503046,1.179922,8.295247,1.885266,3.170376,8.377742,1.469777,1.695172,0,1.241313,0,.5699539,.8622211,.2251751,.4272188,3.154644,0,3.158042,0,1.351818,.4272188,26.96291,.9536505,3.271288,2.542593,0,.8622211,.4985133,.9956014,1.24822,0,4.247248,7.737078,1.351818,.0307505,23.47883,0,1.241313,11.668,7.340774,0,5.569192,0,0
"usabcwash1987-6927",06nov1984,08nov1988,13jan1987,19jan1987,"National Adults",1,"Yes",30,1501,21.75273,6.670071,1.25742,9.574265,8.661518,20.86551,0,1.091466,4.416927,5.942427,0,0,16.35923,0,3.408438,7.289207,10.11042,2.144635,0,2.163784,0,.7978554,.6446671,2.613774,.41914,.8382801,1.902087,7.627497,8.508329,.1531882,7.084956,0,4.145657,4.145657,0,.1531882,4.014808,0,0,2.623348,7.289207,10.11042,2.144635,0,0,2.163784,0,0,8.508329,0,0,7.084956,0,4.145657,1.244654,4.145657,4.244591,0,0,0,0,0,0,.7978554,.6446671,0,2.613774,0,2.613774,0,0,0,30.26106,1.25742,1.225506,0,0,.7978554,.4021191,.1531882,.1531882,0,9.931704,5.227548,0,0,13.78056,0,0,7.084956,5.942427,0,20.37403,0,3.408438
"usaipo1987-1272g",06nov1984,08nov1988,16jan1987,19jan1987,"National Adults",1,"Yes",58,1562,28.36918,9.109514,1.064897,11.00246,13.46798,20.32393,2.526092,1.433107,4.489421,4.822694,0,0,1.429796,.980466,.980466,8.321545,4.740489,4.039006,9.480978,1.441328,.2941113,.6221892,.5872521,2.282388,.7099317,.3549658,2.399359,8.468829,8.610633,.6388015,4.592177,2.533855,4.615012,3.723545,1.064212,0,2.046734,.7353923,.5377578,.9162434,8.321545,4.740489,4.039006,9.480978,0,1.441328,.2941113,0,8.610633,3.777378,1.860117,4.592177,2.533855,4.615012,1.632112,3.723545,2.163019,0,1.064212,0,2.526092,1.545112,.6888095,.6221892,.5872521,.5177203,2.282388,.0659353,2.282388,0,0,.5177203,38.78695,1.116618,1.691539,.4411669,0,.6221892,.4630882,0,.6388015,0,10.86819,8.010194,0,0,16.52766,0,2.526092,5.65639,4.822694,0,5.867497,.980466,.980466
"uslat1986-108bc",06nov1984,08nov1988,28mar1987,29mar1987,"National Adult w/ Recall",1,"Yes",11,1236,33.34863,25.02623,0,11.45226,0,9.392917,0,0,14.12561,0,0,0,6.654352,0,0,0,17.64203,10.99225,0,4.714352,0,0,9.447289,7.789469,0,0,0,0,0,0,0,0,0,9.392917,0,0,0,0,0,0,0,17.64203,10.99225,0,0,4.714352,0,0,0,0,0,0,0,0,0,9.392917,0,0,0,0,0,0,0,0,9.447289,0,7.789469,0,7.789469,0,0,0,33.34863,0,9.447289,0,0,0,0,0,0,0,11.45226,15.57894,0,0,9.392917,0,0,0,0,0,20.77996,0,0
"usaipo1987-1274g",06nov1984,08nov1988,10apr1987,13apr1987,"National Adults",1,"Yes",57,1571,25.65324,7.846678,.4659909,12.12334,13.42798,21.24822,2.401248,2.731713,4.931996,5.016893,0,0,.6138589,1.769422,1.769422,8.24525,4.096449,3.020589,8.192899,1.664204,.1886236,1.018774,.2301541,1.98072,.3106606,.1553303,3.072165,8.470496,9.443463,.2741528,6.01793,.8155702,9.685585,2.195634,.5128311,0,2.244368,.130877,.3278813,.8658546,8.24525,4.096449,3.020589,8.192899,0,1.664204,.1886236,0,9.443463,3.300855,1.090756,6.01793,.8155702,9.685585,.4625468,2.195634,1.558125,0,.5128311,0,2.401248,1.062514,.4139845,1.018774,.2301541,.5427951,1.98072,.074221,1.98072,0,0,.5427951,36.96703,.4659909,3.090505,.4095072,0,1.018774,.4346493,0,.2741528,0,11.54266,6.937513,0,0,15.80822,0,2.401248,6.530761,5.016893,.0173929,5.545855,1.769422,1.769422
"ustm1987-ps0487",06nov1984,08nov1988,25apr1987,10may1987,"National Adults",1,"Yes",69,4244,26.40522,9.707426,.6648964,9.007708,18.26255,18.02408,3.873041,2.32279,3.762703,2.861785,0,0,1.538035,1.784882,1.784882,7.849986,4.35178,3.686232,8.703561,1.454912,.2720624,.6325515,.4390038,2.866349,.4215271,.2107635,3.260922,5.542194,12.09091,.3388389,4.504201,.4951436,8.01913,2.606605,.6629835,0,1.518645,.2400652,.0596468,.4210924,7.849986,4.35178,3.686232,8.703561,0,1.454912,.2720624,0,12.09091,5.229643,2.674309,4.504201,.4951436,8.01913,.7821032,2.606605,.9539137,0,.6629835,0,3.873041,.782364,.861183,.6325515,.4390038,.5781651,2.866349,.103295,2.866349,0,0,.5781651,40.93273,.7791469,2.316051,.6031628,0,.6325515,.5536891,0,.3388389,0,8.803117,8.7546,0,0,15.5312,0,3.873041,5.167185,2.861785,.0966434,5.186488,1.784882,1.784882
"uscbsnyt1987-jan",06nov1984,08nov1988,18jul1987,21jul1987,"National Adults",1,"Yes",44,1443,28.86226,11.96852,.2049105,6.817618,10.69664,25.67147,2.594176,1.788789,3.856223,3.716339,.640761,1.267313,1.91498,0,0,6.156867,15.20088,6.156867,0,1.347649,0,.9739922,.6628343,3.793303,.1024553,0,1.281522,5.507726,7.19406,1.551365,7.398479,.5329921,6.360338,2.601233,1.170617,.762551,1.916946,0,1.673799,1.673799,6.156867,15.20088,6.156867,0,0,1.347649,0,0,7.19406,.4018157,.4018157,7.398479,.5329921,6.360338,1.736333,2.601233,3.862473,2.009008,1.170617,0,2.594176,0,1.569202,.9739922,.6628343,.7027561,3.793303,0,1.372297,0,2.191377,.7027561,36.05632,1.472224,1.273423,1.549399,0,.9739922,.4440197,.762551,1.551365,0,7.430009,8.140314,2.191377,0,15.49518,0,2.594176,10.5781,3.716339,0,5.771203,0,0
"uscbsnyt1987-oct",06nov1984,08nov1988,18jul1987,22jul1987,"National Adults",1,"Yes",64,1326,22.62458,8.037196,.7407134,3.071097,14.47981,30.0139,1.820185,2.194991,3.337697,3.253749,.3702687,.0633475,.7677869,.6450134,8.579666,3.526646,5.25362,7.440184,1.543341,1.080829,.2533146,.2800111,.3206402,2.771227,.3514656,.3514656,.3415738,2.633748,4.15067,.1395908,5.580878,.520807,5.501203,4.058464,12.72987,.2690761,1.67441,0,1.940005,.6396024,3.526646,5.25362,7.440184,1.543341,0,1.080829,.2533146,4.15067,8.301339,1.442739,1.442739,5.580878,.520807,5.501203,.1475846,4.058464,.5571941,.8210667,12.8267,0,1.820185,.3995418,.4419997,.2800111,.3206402,.5287254,2.771227,.0555045,1.243647,.7335868,.7335868,.5287254,35.1321,.8268358,1.878838,.4454687,0,.2800111,.2291068,.2690761,.1395908,0,3.470061,5.913867,1.467174,.1386104,12.22799,0,1.820185,19.22865,3.253749,.0633475,3.990667,.6450134,8.579666
"usabcwash1987-7298",06nov1984,08nov1988,15oct1987,19oct1987,"National Adults",1,"Yes",35,1502,16.80375,7.820332,.3277214,8.989847,8.745663,26.89243,.7132759,8.443645,3.84912,4.337489,0,0,9.812364,0,3.264362,6.316669,6.271688,2.306901,0,1.510089,0,.8867755,1.680375,2.245855,.1092405,.2184809,2.518956,6.278113,8.205886,.5397764,12.67189,0,4.703765,4.703765,0,.1799255,3.56638,0,.1927773,1.72857,6.316669,6.271688,2.306901,0,0,1.510089,0,0,8.205886,0,0,12.67189,0,4.703765,.0899627,4.703765,4.723043,0,0,0,.7132759,.7614703,0,.8867755,1.680375,0,2.245855,0,2.245855,0,0,0,25.00964,.3277214,9.179411,0,0,.8867755,.9574605,.1799255,.5397764,0,9.07981,5.253181,0,0,14.22054,0,.7132759,12.67189,4.337489,0,13.37874,0,3.264362
"usabcwash1988-7620",06nov1984,08nov1988,19may1988,25may1988,"National Adults",1,"Yes",35,1507,15.73193,11.4021,1.099444,28.12848,8.400247,13.36628,1.519457,3.174799,3.810994,4.916615,0,0,6.189005,0,2.260655,7.535516,5.299568,1.284744,0,1.544163,0,1.4021,3.088326,2.798023,.3664814,.7329628,2.544781,25.58369,8.042001,.3582458,6.046943,0,3.224212,3.224212,0,.0555899,3.749228,0,.123533,1.303274,7.535516,5.299568,1.284744,0,0,1.544163,0,0,8.042001,0,0,6.046943,0,3.224212,.5497221,3.224212,.3211859,0,0,0,1.519457,1.315627,0,1.4021,3.088326,0,2.798023,0,2.798023,0,0,0,23.77394,1.099444,5.213095,0,0,1.4021,.994441,.0555899,.3582458,0,28.19024,6.911674,0,0,7.319333,0,1.519457,6.046943,4.916615,0,9.938233,0,2.260655
"uscbsnyt1988-8807",06nov1984,08nov1988,05jul1988,08jul1988,"National Adults",1,"Yes",65,1177,13.40159,8.910561,.8670698,16.34685,11.13864,20.2588,.741467,6.072689,5.966486,3.924754,.7196317,.4335349,1.759827,0,9.458101,1.242898,4.342599,4.248554,1.242898,.8960986,.0343248,1.762758,.4610061,1.891263,.4335349,.4335349,.5292309,15.28839,3.131375,.3874286,5.888575,.7148738,4.464117,2.668245,3.929002,.6470737,3.791159,0,2.014756,.7427627,1.242898,4.342599,4.248554,1.242898,0,.8960986,.0343248,3.131375,6.26275,.8801044,.8801044,5.888575,.7148738,4.464117,.1206466,2.668245,1.620998,.852343,3.929002,.0347496,.7067174,.1994068,.3718805,1.762758,.4610061,.356035,1.891263,0,1.251411,1.130382,1.130382,.356035,22.6444,1.300605,2.806394,.476979,0,1.762758,1.999675,.6470737,.3874286,.1329662,17.25689,4.293066,2.260765,.8028523,10.46898,0,.7067174,10.70467,3.924754,.4290177,7.535912,0,9.458101
"uslat1988-158",06nov1984,08nov1988,05jul1988,10jul1988,"National Adults",1,"Yes",13,1699,19.23535,0,0,28.47261,15.1088,6.723489,3.988023,9.031429,9.881045,0,0,0,7.559264,0,0,10.68206,8.553284,0,0,0,0,0,0,0,0,0,8.922794,19.54981,15.1088,0,0,0,6.723489,0,0,0,9.881045,0,0,0,10.68206,8.553284,0,0,0,0,0,0,15.1088,0,0,0,0,6.723489,0,0,0,0,0,0,3.988023,0,0,0,0,0,0,0,0,0,0,0,34.34414,0,9.031429,0,0,0,0,0,0,0,28.47261,0,0,0,6.723489,0,3.988023,0,0,0,17.44031,0,0
"usabc1988-7769",06nov1984,08nov1988,30aug1988,01sep1988,"National Adults",1,"Yes",35,500,17.27409,10.36125,.7665366,23.62854,6.762734,6.846793,1.45702,6.54258,2.892025,4.417092,0,0,17.51026,0,1.541079,7.309116,7.080956,2.29961,0,.5844091,0,1.388972,1.278895,3.389373,.2555122,.5110244,2.595817,20.44831,6.580606,.1821275,2.930051,0,1.848294,1.848294,0,.1821275,2.892025,0,1.859302,.5463825,7.309116,7.080956,2.29961,0,0,.5844091,0,0,6.580606,0,0,2.930051,0,1.848294,0,1.848294,.2201541,0,0,0,1.45702,.9146402,0,1.388972,1.278895,0,3.389373,0,3.389373,0,0,0,23.8547,.7665366,5.263685,0,0,1.388972,2.960072,.1821275,.1821275,0,23.04413,7.693386,0,0,3.916742,0,1.45702,2.930051,4.417092,0,20.40228,0,1.541079
"uscbsnyt1989-jan",08nov1988,03nov1992,12jan1989,15jan1989,"National Adults",1,"Yes",40,1533,13.98438,16.05518,.5121298,16.38661,18.62129,15.13609,1.610163,2.895944,2.982568,1.408216,0,.2560649,2.928689,0,7.222673,2.653534,4.98547,5.307068,0,1.038305,0,1.609771,.937658,3.43434,.2560649,.2560649,1.704287,14.68232,5.664041,0,2.773641,0,2.849306,4.050857,3.325245,0,2.585588,0,.3833472,.0429203,2.653534,4.98547,5.307068,0,0,1.038305,0,5.664041,11.32808,1.569808,1.145106,2.773641,0,2.849306,.8844642,4.050857,.1540694,1.098511,3.325245,0,1.610163,.3040947,.3839995,1.609771,.937658,.4324968,3.43434,0,1.268235,3.626046,3.626046,.4324968,31.4012,.7681946,1.948111,.0593578,0,1.609771,1.885492,0,0,.3040947,16.38661,5.951568,7.252091,0,9.083802,0,1.610163,7.197397,1.408216,0,5.911257,0,7.222673
"usmiscdec1989-3865",08nov1988,03nov1992,01mar1989,08mar1989,"National Adults",27,"None",32,996,16.16466,10.74297,3.062249,21.18474,16.66667,8.935743,1.104418,8.333333,5.672691,4.016064,0,0,2.008032,.2008032,1.907631,4.718875,3.11245,4.417671,0,3.714859,0,1.807229,1.405622,2.861446,0,3.062249,3.11245,9.036144,16.16466,.502008,2.108434,.6024097,0,5.522089,0,.502008,3.062249,0,4.016064,0,4.718875,3.11245,4.417671,0,0,3.714859,0,0,16.16466,0,0,2.108434,.6024097,0,.7028112,5.522089,0,0,0,.6024097,.502008,0,0,1.807229,1.405622,0,2.861446,0,0,0,2.861446,1.807229,32.12851,3.062249,12.95181,0,0,1.807229,5.321285,.502008,.502008,0,12.14859,4.668674,2.861446,.2008032,6.827309,0,1.104418,2.108434,4.016064,0,7.680723,.2008032,1.907631
