ccode,govtseq,minister_id,name,gender,birthyear,portfolio,party,marpor,mstart_day,mstart_month,mstart_year,mts_start,mend_day,mend_month,mend_year,mts_end,died
"Belgium",36,2646,"Maystadt","Male",1948,"Minister of Finance","PSC",21522,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,1178,"Eyskens","Male",1933,"Minister of Foreign Affairs","CVP",21521,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,4305,"Urbain","Male",1930,"Minister of Foreign Trade","PS",21322,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,4195,"Tobback","Male",1938,"Minister of Home Affairs of the Modernization of Civil Service and of National Scientific and Cultural Institutions","SP",21321,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,2855,"Mottard","Male",1926,"Minister of Pensions","PS",21322,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,794,"Colla","Male",1943,"Minister of Post and Telecommunications","SP",21321,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,609,"Busquin","Male",1941,"Minister of Social Affairs","PS",21322,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,2593,"Martens","Male",1936,"Prime Minister","CVP",21521,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,960,"Dehaene","Male",1940,"Vice Prime Minister, Minister of Communications and Institutional Reforms","CVP",21521,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,761,"Claes","Male",1938,"Vice Prime Minister, Minister of Economic Affairs and Planning","SP",21321,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,2859,"Moureaux","Male",1939,"Vice Prime Minister, Minister of Institutional Reforms","PS",21322,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",36,4474,"Wathelet","Male",1949,"Vice Prime Minister, Minister of Justice and of Middle Classes","PSC",21522,8,10,1991,08oct1991,12,3,1992,12mar1992,0
"Belgium",37,3051,"Offeciers-Van De Wiele","Female",1952,"Minister of Budget","CVP",21521,13,3,1992,13mar1992,5,9,1993,05sep1993,0
"Belgium",37,967,"Delcroix","Male",1949,"Minister of Defence","CVP",21521,13,3,1992,13mar1992,8,12,1994,08dec1994,0
"Belgium",37,3351,"Pinxten","Male",1952,"Minister of Defence","CVP",21521,9,12,1994,09dec1994,22,6,1995,22jun1995,0
"Belgium",37,514,"Bourgeois","Male",1928,"Minister of Development and Cooperation","CVP",21521,13,3,1992,13mar1992,22,6,1995,22jun1995,0
"Belgium",37,3919,"Smet","Female",1943,"Minister of Employment and Work","CVP",21521,13,3,1992,13mar1992,22,6,1995,22jun1995,0
"Belgium",37,2646,"Maystadt","Male",1948,"Minister of Finance","PSC",21522,13,3,1992,13mar1992,22,6,1995,22jun1995,0
"Belgium",37,4339,"Vandenbroucke","Male",1955,"Minister of Foreign Affairs","SP",21321,10,10,1994,10oct1994,21,3,1995,21mar1995,0
"Belgium",37,987,"Derycke","Male",1949,"Minister of Foreign Affairs","SP",21321,22,3,1995,22mar1995,22,6,1995,22jun1995,0
"Belgium",37,4305,"Urbain","Male",1930,"Minister of Foreign Trade and European Affairs","PS",21322,13,3,1992,13mar1992,22,6,1995,22jun1995,0
"Belgium",37,3702,"Santkin","Male",1948,"Minister of Health, of Environment, and of Social Integration","PS",21322,23,1,1994,23jan1994,22,6,1995,22jun1995,0
"Belgium",37,949,"De Galan","Female",1946,"Minister of Health, of Environment, and of Social Integration","PS",21322,5,5,1993,05may1993,22,1,1994,22jan1994,0
"Belgium",37,3097,"Onkelinx","Female",1958,"Minister of Health, of Environment, and of Social Integration","PS",21322,13,3,1992,13mar1992,4,5,1993,04may1993,0
"Belgium",37,4335,"Van de Lanotte","Male",1955,"Minister of Home Affairs, of Civil Service and Foreigners Policy","SP",21321,10,10,1994,10oct1994,22,6,1995,22jun1995,0
"Belgium",37,4195,"Tobback","Male",1938,"Minister of Home Affairs, of Civil Service and Foreigners Policy","SP",21321,13,3,1992,13mar1992,9,10,1994,09oct1994,0
"Belgium",37,4506,"Willockx","Male",1947,"Minister of Pensions","SP",21321,13,3,1992,13mar1992,17,6,1994,17jun1994,0
"Belgium",37,794,"Colla","Male",1943,"Minister of Pensions","SP",21321,18,6,1994,18jun1994,22,6,1995,22jun1995,0
"Belgium",37,906,"Daerden","Male",1949,"Minister of Scientific Policy and of Scientific and Cultural Institutions","PS",21322,23,12,1994,23dec1994,22,6,1995,22jun1995,0
"Belgium",37,961,"Dehousse","Male",1936,"Minister of Scientific Policy and of Scientific and Cultural Institutions","PS",21322,13,3,1992,13mar1992,22,12,1994,22dec1994,0
"Belgium",37,949,"De Galan","Female",1946,"Minister of Social Affairs, of Family Policy and of the Disabled","PS",21322,23,1,1994,23jan1994,22,6,1995,22jun1995,0
"Belgium",37,2859,"Moureaux","Male",1939,"Minister of Social Affairs, of Family Policy and of the Disabled","PS",21322,13,3,1992,13mar1992,4,5,1993,04may1993,0
"Belgium",37,126,"Anselme","Male",1945,"Minister of Social Affairs, of Family Policy and of the Disabled","PS",21322,5,5,1993,05may1993,22,1,1994,22jan1994,0
"Belgium",37,960,"Dehaene","Male",1940,"Prime Minister","CVP",21521,13,3,1992,13mar1992,22,6,1995,22jun1995,0
"Belgium",37,4339,"Vandenbroucke","Male",1955,"Vice Prime Minister","SP",21321,10,10,1994,10oct1994,21,3,1995,21mar1995,0
"Belgium",37,4335,"Van de Lanotte","Male",1955,"Vice Prime Minister","SP",21321,22,3,1995,22mar1995,22,6,1995,22jun1995,0
"Belgium",37,4333,"Van Rompuy","Male",1947,"Vice Prime Minister, Minister of Budget  ","CVP",21521,6,9,1993,06sep1993,22,6,1995,22jun1995,0
"Belgium",37,785,"Coeme","Male",1946,"Vice Prime Minister, Minister of Communications, of Public Enterprises and of Building Administration","PS",21322,13,3,1992,13mar1992,22,1,1994,22jan1994,0
"Belgium",37,1000,"Di Rupo","Male",1951,"Vice Prime Minister, Minister of Communications, of Public Enterprises and of Building Administration","PS",21322,23,1,1994,23jan1994,22,6,1995,22jun1995,0
"Belgium",37,761,"Claes","Male",1938,"Vice Prime Minister, Minister of Foreign Affairs","SP",21321,13,3,1992,13mar1992,9,10,1994,09oct1994,0
"Belgium",37,4474,"Wathelet","Male",1949,"Vice Prime Minister, Minister of Justice and of Economic Affairs","PSC",21522,13,3,1992,13mar1992,22,6,1995,22jun1995,0
"Belgium",38,4333,"Van Rompuy","Male",1947,"Minister of Agriculture and Middle-Sized Firms","CVP",21521,2,6,1999,02jun1999,12,7,1999,12jul1999,0
"Belgium",38,3351,"Pinxten","Male",1952,"Minister of Agriculture and Middle-Sized Firms","CVP",21521,23,6,1995,23jun1995,1,6,1999,01jun1999,0
"Belgium",38,1262,"Flahaut","Male",1955,"Minister of Civil Service","PS",21322,23,6,1995,23jun1995,12,7,1999,12jul1999,0
"Belgium",38,3392,"Poncelet","Male",1950,"Minister of Defence","PSC",21522,5,9,1995,05sep1995,12,7,1999,12jul1999,0
"Belgium",38,4420,"Viseur","Male",1946,"Minister of Finance","PSC",21522,18,6,1998,18jun1998,12,7,1999,12jul1999,0
"Belgium",38,2646,"Maystadt","Male",1948,"Minister of Finance and of Foreign Trade","PSC",21522,23,6,1995,23jun1995,17,6,1998,17jun1998,0
"Belgium",38,987,"Derycke","Male",1949,"Minister of Foreign Affairs","SP",21321,23,6,1995,23jun1995,12,7,1999,12jul1999,0
"Belgium",38,1000,"Di Rupo","Male",1951,"Minister of Foreign Trade","PS",21322,18,6,1998,18jun1998,12,7,1999,12jul1999,0
"Belgium",38,794,"Colla","Male",1943,"Minister of Health and of Pensions","SP",21321,23,6,1995,23jun1995,1,6,1999,01jun1999,0
"Belgium",38,4678,"van den Bossche","Male",1947,"Minister of Health and of Pensions","SP",21321,2,6,1999,02jun1999,12,7,1999,12jul1999,0
"Belgium",38,944,"De Clerck","Male",1951,"Minister of Justice","CVP",21521,23,6,1995,23jun1995,23,4,1998,23apr1998,0
"Belgium",38,4332,"Van Parijs","Male",1951,"Minister of Justice","CVP",21521,24,4,1998,24apr1998,12,7,1999,12jul1999,0
"Belgium",38,4559,"Ylieff","Male",1941,"Minister of Scientific Policy","PS",21322,23,6,1995,23jun1995,12,7,1999,12jul1999,0
"Belgium",38,949,"De Galan","Female",1946,"Minister of Social Affairs","PS",21322,23,6,1995,23jun1995,12,7,1999,12jul1999,0
"Belgium",38,906,"Daerden","Male",1949,"Minister of Transport","PS",21322,23,6,1995,23jun1995,12,7,1999,12jul1999,0
"Belgium",38,3919,"Smet","Female",1943,"Minister of Work and Employment in Charge of Equality of Opportunity between Males and Females","CVP",21521,23,6,1995,23jun1995,12,7,1999,12jul1999,0
"Belgium",38,960,"Dehaene","Male",1940,"Prime Minister","CVP",21521,23,6,1995,23jun1995,12,7,1999,12jul1999,0
"Belgium",38,2646,"Maystadt","Male",1948,"Vice Prime Minister","PSC",21522,5,9,1995,05sep1995,17,6,1998,17jun1998,0
"Belgium",38,3392,"Poncelet","Male",1950,"Vice Prime Minister","PSC",21522,18,6,1998,18jun1998,12,7,1999,12jul1999,0
"Belgium",38,4474,"Wathelet","Male",1949,"Vice Prime Minister, Minister of Defence","PSC",21522,23,6,1995,23jun1995,4,9,1995,04sep1995,0
"Belgium",38,1000,"Di Rupo","Male",1951,"Vice Prime Minister, Minister of Economy and of Telecommunications","PS",21322,23,6,1995,23jun1995,12,7,1999,12jul1999,0
"Belgium",38,4195,"Tobback","Male",1938,"Vice Prime Minister, Minister of Home Affairs","SP",21321,24,4,1998,24apr1998,23,9,1998,23sep1998,0
"Belgium",38,2314,"Lanotte","Male",1955,"Vice Prime Minister, Minister of Home Affairs","SP",21321,23,6,1995,23jun1995,23,4,1998,23apr1998,0
"Belgium",38,4678,"van den Bossche","Male",1947,"Vice Prime Minister, Minister of Home Affairs","SP",21321,24,9,1998,24sep1998,12,7,1999,12jul1999,0
"Belgium",38,4333,"Van Rompuy","Male",1947,"Vice Prime Minister, Minister of the Budget","CVP",21521,23,6,1995,23jun1995,12,7,1999,12jul1999,0
"Belgium",39,1345,"Gabriels","Male",1943,"Minister of Agriculture and the Self-Employed","VLD",21421,13,7,1999,13jul1999,16,7,2001,16jul2001,0
"Belgium",39,2968,"Neyts","Female",1944,"Minister of Agriculture and the Self-Employed","VLD",21421,17,7,2001,17jul2001,31,12,2001,31dec2001,0
"Belgium",39,905,"Daems","Male",1959,"Minister of Agriculture and the Self-Employed","VLD",21421,1,1,2002,01jan2002,11,7,2003,11jul2003,0
"Belgium",39,4678,"van den Bossche","Male",1947,"Minister of Civil Service and Modernization of Public Administration","SP",21321,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,20,"Aelvoet","Female",1944,"Minister of Consumer Interests, Health and Environment","Agalev",21112,13,7,1999,13jul1999,25,8,2002,25aug2002,0
"Belgium",39,4158,"Tavernier","Male",1951,"Minister of Consumer Interests, Health and Environment","Agalev",21112,26,8,2002,26aug2002,11,7,2003,11jul2003,0
"Belgium",39,1262,"Flahaut","Male",1955,"Minister of Defence","PS",21322,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,3327,"Picque","Male",1948,"Minister of Economy and Scientific Research","PS",21322,4,4,2000,04apr2000,11,7,2003,11jul2003,0
"Belgium",39,979,"Demotte","Male",1963,"Minister of Economy and Scientific Research","PS",21322,13,7,1999,13jul1999,3,4,2000,03apr2000,0
"Belgium",39,1096,"Duquesne","Male",1941,"Minister of Home Affairs","PRL",21425,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,4392,"Verwilghen","Male",1952,"Minister of Justice","VLD",21421,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,4339,"Vandenbroucke","Male",1955,"Minister of Social Affairs and Pensions","SP",21321,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,905,"Daems","Male",1959,"Minister of Telecommunications, Public Enterprises and Participations","VLD",21421,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,2968,"Neyts","Female",1944,"Minister without Portfolio","VLD",21421,1,1,2002,01jan2002,11,7,2003,11jul2003,0
"Belgium",39,4559,"Ylieff","Male",1941,"Minister-adjunct for Scientific Research","PS",21322,5,5,2003,05may2003,11,7,2003,11jul2003,0
"Belgium",39,3540,"Reynders","Male",1958,"Minster of Finance","PRL",21425,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,4387,"Verhofstadt","Male",1953,"Prime Minister","VLD",21421,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,516,"Boutmans","Male",1948,"Secretary of State of Development Co-operation","Agalev",21112,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,969,"Deleuze","Male",1954,"Secretary of State of Energy and Sustainable Development","Ecolo",21111,13,7,1999,13jul1999,4,5,2003,04may2003,0
"Belgium",39,4595,"Zenner","Male",1946,"Secretary of State of Energy and Sustainable Development","MR",21426,5,5,2003,05may2003,11,7,2003,11jul2003,0
"Belgium",39,2968,"Neyts","Female",1944,"Secretary of State of Foreign Trade","VLD",21421,13,10,2000,13oct2000,11,7,2003,11jul2003,0
"Belgium",39,716,"Chevalier","Male",1952,"Secretary of State of Foreign Trade","VLD",21421,13,7,1999,13jul1999,11,10,2000,11oct2000,0
"Belgium",39,2314,"Lanotte","Male",1955,"Vice Prime Minister, Minister of Budget, Social Integration and Social Economy","SP",21321,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,3096,"Onkelinkx","Female",1958,"Vice Prime Minister, Minister of Employment","PS",21322,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,2717,"Michel","Male",1947,"Vice Prime Minister, Minister of Foreign Affairs","PRL",21425,13,7,1999,13jul1999,11,7,2003,11jul2003,0
"Belgium",39,3096,"Onkelinkx","Female",1958,"Vice Prime Minister, Minister of Mobility and Transportation","PS",21322,5,5,2003,05may2003,11,7,2003,11jul2003,0
"Belgium",39,1097,"Durant","Female",1954,"Vice Prime Minister, Minister of Mobility and Transportation","Ecolo",21111,13,7,1999,13jul1999,4,5,2003,04may2003,0
"Belgium",40,3540,"Reynders","Male",1958,"Deputy Prime Minister","MR",21426,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,2314,"Lanotte","Male",1955,"Deputy Prime Minister, Minister for the Budget and Public Enterprise","SP.a",21321,12,7,2003,12jul2003,15,11,2005,15nov2005,0
"Belgium",40,4679,"van den Bossche","Female",1975,"Deputy Prime Minister, Minister for the Budget and Public Enterprise","SP.a",21321,16,11,2005,16nov2005,20,12,2007,20dec2007,0
"Belgium",40,2717,"Michel","Male",1947,"Deputy Prime Minister, Minister of Foreign Affairs","MR",21426,12,7,2003,12jul2003,19,7,2004,19jul2004,0
"Belgium",40,992,"Dewael","Male",1955,"Deputy Prime Minister, Minister of Home Affairs","VLD",21421,12,7,2003,12jul2003,20,12,2007,20dec2007,0
"Belgium",40,3097,"Onkelinx","Female",1958,"Deputy Prime Minister, Minister of Justice","PS",21322,12,7,2003,12jul2003,20,12,2007,20dec2007,0
"Belgium",40,2794,"Moerman","Female",1958,"Minister for Economy, Energy, Foreign Trade and Science Policy","VLD",21421,12,7,2003,12jul2003,19,7,2004,19jul2004,0
"Belgium",40,4392,"Verwilghen","Male",1952,"Minister for Economy, Energy, Foreign Trade and Science Policy","VLD",21421,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,1094,"Dupont","Male",1947,"Minister of Civil Service, Social Integration, Urban Policy and Equal Opportunities","PS",21322,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,145,"Arena","Female",1966,"Minister of Civil Service, Social Integration, Urban Policy and Equal Opportunities","PS",21322,12,7,2003,12jul2003,19,7,2004,19jul2004,0
"Belgium",40,1262,"Flahaut","Male",1955,"Minister of Defence","PS",21322,12,7,2003,12jul2003,20,12,2007,20dec2007,0
"Belgium",40,1851,"Jamar","Male",1965,"Minister of Development Co-operation","MR",21426,12,7,2007,12jul2007,20,12,2007,20dec2007,0
"Belgium",40,4392,"Verwilghen","Male",1952,"Minister of Development Co-operation","VLD",21421,12,7,2003,12jul2003,19,7,2004,19jul2004,0
"Belgium",40,948,"De Decker","Male",1948,"Minister of Development Co-operation","MR",21426,20,7,2004,20jul2004,11,7,2007,11jul2007,0
"Belgium",40,4679,"van den Bossche","Female",1975,"Minister of Employment","SP.a",21321,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,4339,"Vandenbroucke","Male",1955,"Minister of Employment and Pensions","SP.a",21321,12,7,2003,12jul2003,19,7,2004,19jul2004,0
"Belgium",40,4196,"Tobback","Male",1969,"Minister of Environment, Consumer Protection and Sustainable Development","SP.a",21321,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,4344,"Vanvelthoven","Male",1962,"Minister of Environment, Consumer Protection and Sustainable Development","SP.a",21321,16,11,2005,16nov2005,20,12,2007,20dec2007,0
"Belgium",40,4679,"van den Bossche","Female",1975,"Minister of Environment, Consumer Protection and Sustainable Development","SP.a",21321,12,7,2003,12jul2003,19,7,2004,19jul2004,0
"Belgium",40,3540,"Reynders","Male",1958,"Minister of Finance","MR",21426,12,7,2003,12jul2003,20,12,2007,20dec2007,0
"Belgium",40,950,"De Gucht","Male",1954,"Minister of Foreign Affairs","VLD",21421,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,4196,"Tobback","Male",1969,"Minister of Pensions","SP.a",21321,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,979,"Demotte","Male",1963,"Minister of Social Affairs and Public Health","PS",21322,12,7,2003,12jul2003,19,7,2007,19jul2007,0
"Belgium",40,1050,"Donfut","Male",1956,"Minister of Social Affairs and Public Health","PS",21322,20,7,2007,20jul2007,20,12,2007,20dec2007,0
"Belgium",40,4334,"Van Weert","Female",1968,"Minister of Social Economy","SPIRIT",21221,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,2306,"Landuyt","Male",1959,"Minister of Transport","SP.a",21321,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,93,"Anciaux","Male",1959,"Minister of Transport and Social Economy","SPIRIT",21221,12,7,2003,12jul2003,19,7,2004,19jul2004,0
"Belgium",40,2331,"Laruelle","Female",1965,"Minister of the Self-Employed and Agriculture","MR",21426,12,7,2003,12jul2003,20,12,2007,20dec2007,0
"Belgium",40,4387,"Verhofstadt","Male",1953,"Prime Minister","VLD",21421,12,7,2003,12jul2003,20,12,2007,20dec2007,0
"Belgium",40,3458,"Quickenborne","Male",1973,"Secretary of State for Administrative Simplification","VLD",21421,12,7,2003,12jul2003,20,12,2007,20dec2007,0
"Belgium",40,4285,"Tuybens","Male",1961,"Secretary of State for Public Enterprise","SP.a",21321,17,11,2005,17nov2005,20,12,2007,20dec2007,0
"Belgium",40,3881,"Simonet","Male",1963,"Secretary of State of European Affairs and Foreign Affairs","MR",21426,12,7,2003,12jul2003,11,2,2004,11feb2004,0
"Belgium",40,1050,"Donfut","Male",1956,"Secretary of State of European Affairs and Foreign Affairs","PS",21322,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,3561,"Ries","Female",1959,"Secretary of State of European Affairs and Foreign Affairs","MR",21426,12,2,2004,12feb2004,19,7,2004,19jul2004,0
"Belgium",40,3882,"Simonis","Female",1967,"Secretary of State of Family and Disabled Issues","PS",21322,12,7,2003,12jul2003,19,7,2004,19jul2004,0
"Belgium",40,2550,"Mandaila","Female",1969,"Secretary of State of Family and Disabled Issues","MR",21426,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,1851,"Jamar","Male",1965,"Secretary of State of Financial Modernization and Combatting Tax Fraud","MR",21426,12,7,2003,12jul2003,20,12,2007,20dec2007,0
"Belgium",40,4334,"Van Weert","Female",1968,"Secretary of State of Work Organization and Well-being at Work","SPIRIT",21221,20,7,2004,20jul2004,20,12,2007,20dec2007,0
"Belgium",40,4166,"Temsamani","Female",1966,"Secretary of State of Work Organization and Well-being at Work","SP.a",21321,12,7,2003,12jul2003,24,9,2003,24sep2003,0
"Belgium",40,4329,"Van Brempt","Female",1969,"Secretary of State of Work Organization and Well-being at Work","SP.a",21321,25,9,2003,25sep2003,19,7,2004,19jul2004,0
"Belgium",40,4344,"Vanvelthoven","Male",1962,"Secretary of State of e-government","SP.a",21321,12,7,2003,12jul2003,20,12,2007,20dec2007,0
